stratum_id,risk_factor,count,total_studies,percentage
general_population,/Triggers/Risk Factors:** The study did not explicitly address specific causes or triggers for major depressive disorder (MDD) but observed improvements in depression symptoms linked to the intervention.,1,47,2.127659574468085
general_population,/Triggers/Risk Factors**: The abstract does not focus on specific causes or risk factors for depression or anxiety,1,47,2.127659574468085
general_population,"instead, it examines the therapeutic role of terpenoids, compounds found in plants.",1,47,2.127659574468085
general_population,/Triggers/Risk Factors:** Not explicitly discussed in the abstract. The focus is on attitudes toward psilocybin as a treatment.,1,47,2.127659574468085
general_population,", Triggers, or Risk Factors:** Anxiety and depression are common mood disturbances in patients with inflammatory bowel disease (IBD). These mood disturbances negatively affect the patients' quality of life and disease progression.",1,47,2.127659574468085
general_population,", Triggers, Risk Factors**:",1,47,2.127659574468085
general_population,/Triggers/Risk Factors**: COVID-19-related stressors are identified as contributors to depression and anxiety among HIV healthcare providers. The relationship is moderated by coping behaviors.,1,47,2.127659574468085
general_population,/Triggers/Risk Factors:** Job-related distress is identified as a contributor to health-damaging and life-threatening conditions. A shift is proposed for conceptualizing job-related distress within the framework of depression research rather than burnout.,1,47,2.127659574468085
general_population,", Triggers, or Risk Factors:** The study does not directly focus on causes, triggers, or risk factors for depression. Rather, it examines how statins, which have anti-inflammatory and antioxidant properties, may target potential biological mechanisms relevant to the pathophysiology of depression.",1,47,2.127659574468085
general_population,/Triggers/Risk Factors for Anxiety**:,1,47,2.127659574468085
general_population,"/Triggers/Risk Factors:** The study focuses on how specific symptoms of major depressive disorder (MDD) respond to treatment. It identifies low interest (both general and sexual) as critical components of low positive affect, alongside depressed mood (high negative affect).",1,47,2.127659574468085
general_population,"/Triggers/Risk Factors:** Psychological impacts such as stress, anxiety, depression, and insomnia among healthcare professionals are influenced by factors like educational level, occupation, gender, age, working environment, work experience, legal status, ethnicity, psychological comorbidity, social support, personal/family exposure, and the feelings of healthcare providers. Front-line healthcare workers and individuals with psychological comorbidities are at higher risk.",1,47,2.127659574468085
general_population,"/Triggers/Risk Factors**: Withdrawal symptoms are common and often underestimated when weaning off antidepressants, especially after long-term use. Clinical guidelines have previously downplayed the severity and duration of withdrawal, suggesting symptoms resolve quickly unless the medication is abruptly stopped. Recent evidence shows this is inaccurate.",1,47,2.127659574468085
general_population,", triggers, or risk factors for anxiety**:",1,47,2.127659574468085
general_population,"/Triggers/Risk Factors:** Impaired mobility, particularly slow gait speed, is a predictive factor for the onset of depressive symptoms.",1,47,2.127659574468085
general_population,", Triggers, or Risk Factors**: Neuroinflammation plays a key role in depression, as shown in a model using lipopolysaccharide (LPS) to induce depression-like symptoms in rats and PC12 nerve cells.",1,47,2.127659574468085
general_population,/Triggers/Risk Factors for Depression/Anxiety**:,1,47,2.127659574468085
adolescents,/Triggers/Risk Factors**:,4,14,28.57142857142857
adolescents,", triggers, or risk factors for depression/anxiety**:",2,14,14.285714285714285
adolescents,/Triggers/Risk Factors:**,1,14,7.142857142857142
adolescents,", triggers, or risk factors**: Anxiety proneness (AP) as distinct from trauma exposure is associated with physiological changes, including lower circulating levels of DHEAs (a hormone linked to the HPA axis) and higher leukocyte glucocorticoid receptor (GR) expression. The findings suggest anxiety may uniquely influence health profiles, independent of trauma.",1,14,7.142857142857142
adolescents,"/Triggers/Risk Factors:** The abstract does not explicitly address specific causes, triggers, or risk factors for depression or anxiety but discusses psychotropic medication usage in pediatric populations for these conditions.",1,14,7.142857142857142
adolescents,"The abstract explicitly states that psychiatric symptoms (e.g., major depressive disorder, emotional difficulties, and ADHD) negatively impact HRQoL scores.",1,14,7.142857142857142
adolescents,", Triggers, or Risk Factors:**",1,14,7.142857142857142
adolescents,/Triggers/Risk Factors**: Problematic social media use is highlighted as a potential risk factor for depression among adolescents.,1,14,7.142857142857142
adolescents,/Triggers/Risk Factors**: Overweight and obesity are identified as risk factors for depression and depressive symptoms.,1,14,7.142857142857142
adolescents,", Triggers, or Risk Factors**:",1,14,7.142857142857142
perinatal_female,/Triggers/Risk Factors**: Pre-gestational maternal stress (chronic mild stress [CMS] with repeated restraint) is identified as a risk factor for maternal depressive-like behavior during pregnancy and neurodevelopmental changes in offspring.,2,9,22.22222222222222
perinatal_female,/Triggers/Risk Factors for Depression/Anxiety:**,1,9,11.11111111111111
perinatal_female,/Triggers/Risk Factors**: The study focuses on untreated perinatal mood and anxiety disorders (PMADs) as the primary factor causing economic and health-related burdens for mothers and their children.,1,9,11.11111111111111
perinatal_female,", Triggers, or Risk Factors**:",1,9,11.11111111111111
perinatal_female,and Risk Factors:** Stigma surrounding postpartum depression and lack of awareness are identified as primary barriers to seeking medical treatment.,1,9,11.11111111111111
perinatal_female,"/Triggers/Risk Factors**: The focus is on perinatal mental health disorders (e.g., depression, anxiety, bipolar disorder), which can negatively affect both mothers and their children if undetected or untreated.",1,9,11.11111111111111
perinatal_female,/Triggers/Risk Factors:**,1,9,11.11111111111111
perinatal_female,/Triggers/Risk Factors**: Anxiety during pregnancy is a key focus,1,9,11.11111111111111
perinatal_female,"however, specific causes or triggers are not mentioned.",1,9,11.11111111111111
perinatal_female,"/Triggers/Risk Factors**: The study focuses on anxiety and pain after cesarean delivery. These conditions are highlighted as important to manage for recovery, emotional well-being, mother-infant bonding, and breastfeeding initiation.",1,9,11.11111111111111
older_adults,/Triggers/Risk Factors**:,3,10,30.0
older_adults,", Triggers, or Risk Factors:**",2,10,20.0
older_adults,"/Triggers/Risk Factors**: Anxiety is associated with increased depression, increased frailty, and impaired health-related quality of life (HRQOL) (both physical and mental) among older adults with colorectal cancer (CRC).",1,10,10.0
older_adults,", Triggers, or Risk Factors for Depression/Anxiety:**",1,10,10.0
older_adults,/Triggers/Risk Factors**: Grandparenting roles and the availability of support from adult children (both financial and emotional) are identified as influential factors impacting depression among rural middle-aged and older adults.,1,10,10.0
older_adults,/Triggers/Risk Factors:** The abstract identifies that anxiety is prevalent among older people and is associated with adverse health outcomes. Specific causes or risk factors like stigma surrounding mental health and polypharmacy concerns are mentioned as barriers to effective treatment.,1,10,10.0
older_adults,", Triggers, or Risk Factors**:",1,10,10.0
adults,/Triggers/Risk Factors**:,5,21,23.809523809523807
adults,", Triggers, or Risk Factors:**",4,21,19.047619047619047
adults,", triggers, or risk factors for depression/anxiety**:",2,21,9.523809523809524
adults,"/Triggers/Risk Factors:** Depression-related drinking in emerging adults is particularly associated with solitary drinking, which is risky and atypical for this age group. The emotional experience of shame mediates the relationship between depression and alcohol craving in solitary contexts. Guilt does not act as a relevant mediator.",1,21,4.761904761904762
adults,", Triggers, or Risk Factors**:",1,21,4.761904761904762
adults,/Effect Relationship:** Depression independently decreases the likelihood of oral health services utilization (OHSU) in older Peruvian adults after adjusting for covariates (OR = 0.82,1,21,4.761904761904762
adults,"95% CI, 0.72 to 0.95).",1,21,4.761904761904762
adults,**: The study does not explicitly identify specific causes or triggers but highlights significantly higher rates of depression and anxiety among transgender people compared to the general population in Russia. This suggests that being part of a gender minority group may be associated with increased mental health burden.,1,21,4.761904761904762
adults,/Triggers/Risk Factors for Depression/Anxiety:,1,21,4.761904761904762
adults,/Triggers/Risk Factors:**,1,21,4.761904761904762
adults,/Triggers/Risk Factors for Depression:** The study focuses on patients with **treatment-resistant depression (TRD)**. No specific causes or external triggers for TRD are discussed.,1,21,4.761904761904762
adults,"for TMD include class II malocclusions (vertical and horizontal), reduced airway dimensions, and elevated psychological stress levels. Class II vertical malocclusion patients are particularly at risk for higher psychological distress.",1,21,4.761904761904762
adults,", Triggers, or Risk Factors**: Autoimmune blistering diseases (AIBDs) are linked to higher rates of depression, anxiety, and body image dissatisfaction, likely stemming from the physical and psychosocial impacts of the disease.",1,21,4.761904761904762
adults,"/Triggers/Risk Factors**: Emotional blunting is identified as both a symptom of depression and a side effect of antidepressants. Elevated inflammation at screening may influence emotional blunting outcomes during treatment, regardless of intervention group.",1,21,4.761904761904762
adolescents_school,"/Triggers/Risk Factors:** Persistent depressive symptoms in Chinese high school students were significantly associated with having siblings, non-intact family status, poor family functioning, and lower levels of positive youth development. Conversely, remission from depressive symptoms was more likely among students whose fathers had higher educational qualifications (bachelor's degree or higher).",1,3,33.33333333333333
adolescents_school,", Triggers, or Risk Factors**",1,3,33.33333333333333
adolescents_school,", triggers, or risk factors**:",1,3,33.33333333333333
cardiovascular,/Triggers/Risk Factors:**,1,3,33.33333333333333
cardiovascular,/Triggers/Risk Factors:** The paper focuses on depression in individuals with heart failure (HF) and does not specifically isolate other risk factors for depression beyond the HF diagnosis itself.,1,3,33.33333333333333
cardiovascular,", Triggers, or Risk Factors**:",1,3,33.33333333333333
adults_female,/Triggers/Risk Factors:**,1,4,25.0
adults_female,/Triggers/Risk Factors**:,1,4,25.0
adults_female,/Triggers/Risk Factors:** Impaired affective control is identified as a mechanism involved in both the risk and maintenance of depression. Depressed individuals showed slower reaction times on an affective Stroop task compared to never-depressed individuals.,1,4,25.0
adults_female,"/Triggers/Risk Factors**: Comorbid depression is a risk factor for worse outcomes in patients with chronic limb-threatening ischemia (CLTI), including higher rates of major amputation and all-cause mortality.",1,4,25.0
adults_male,", triggers, or risk factors for depression/anxiety:** Not directly addressed—this study focuses on evaluating a potential treatment rather than identifying specific causes or risk factors.",1,3,33.33333333333333
adults_male,", Triggers, or Risk Factors:**",1,3,33.33333333333333
adults_male,/Triggers/Risk Factors**:,1,3,33.33333333333333
primary_care,"/Triggers/Risk Factors:** Depression-like behavior was induced in the study model using corticosterone, simulating the biochemical changes linked to depression.",1,3,33.33333333333333
primary_care,", triggers, or risk factors**: The abstract does not explicitly discuss causes, triggers, or risk factors for depression. It focuses on outcomes from cognitive therapy and therapist-related differences.",1,3,33.33333333333333
primary_care,/Triggers/Risk Factors**: Insomnia is identified as both a symptom of depression and an independent risk factor for recurrence.,1,3,33.33333333333333
cancer,", Triggers, or Risk Factors for Depression/Anxiety:**",2,3,66.66666666666666
cancer,", Triggers, or Risk Factors**:",2,3,66.66666666666666
perinatal_male,"/Triggers/Risk Factors:** Low awareness of symptoms, reluctance to seek help, and changes in the use of depressive language post-childbirth are associated with postpartum depression (PPD) in fathers.",2,2,100.0
perinatal_male,/Triggers/Risk Factors**:,1,2,50.0
female,", Triggers, or Risk Factors**:",3,13,23.076923076923077
female,", Triggers, or Risk Factors for Depression:**",2,13,15.384615384615385
female,", triggers, or risk factors:**",1,13,7.6923076923076925
female,"/Risk Factors for Depression/Anxiety:** A history of head injury (HI) is identified as a significant risk factor for depression and other neuropsychiatric conditions such as anxiety, headaches, and posttraumatic stress disorder (PTSD).",1,13,7.6923076923076925
female,", triggers, or risk factors**: Changes in urinary incontinence (UI) status are associated with depressive symptoms in middle-aged and older women. Specifically, worsening UI status increases depressive symptoms, while improving or recovering UI status reduces depressive symptoms. Factors such as age, health status, household income, working status, and chronic medical conditions influence these effects.",1,13,7.6923076923076925
female,"/Triggers/Risk Factors**: The study does not explicitly analyze or mention specific causes or risk factors linked to depression or anxiety in women with infertility. However, infertility may implicitly be considered a contributing factor to psychological distress.",1,13,7.6923076923076925
female,"/Triggers/Risk Factors**: VR erotica, particularly VR presented in first-person perspective, elicited greater anxiety in women compared to 2D erotica.",1,13,7.6923076923076925
female,/Triggers/Risk Factors:** The study did not explicitly list specific causes but highlights that medical students may be more susceptible to depression compared to their age-matched peers. Female students exhibit slightly higher rates of depression compared to males.,1,13,7.6923076923076925
female,", Triggers, or Risk Factors**: The focus is on treatment-resistant depression, characterized by failure to respond to at least two antidepressants given at therapeutic doses for six weeks each. Depression is noted to be twice as common among women as men.",1,13,7.6923076923076925
female,/Triggers/Risk Factors for Depression/Anxiety:**,1,13,7.6923076923076925
perinatal,", Triggers, or Risk Factors:** Postpartum depressive disorder (PPD) may be associated with both genetic and environmental factors. Altered gut microbiota composition is identified as a potential contributing factor. Reduced levels of certain bacterial taxa (e.g., *Faecalibacterium*, *Phascolarctobacterium*, *Butyricicoccus*, *Lachnospiraceae*) and increased levels of *Enterobacteriaceae* family are observed in PPD patients compared to healthy controls (HCs). Some bacteria correlate with the severity of depressive symptoms and with sex hormone levels.",2,2,100.0
perinatal,/Triggers/Risk Factors**: The abstract does not specify causes or risk factors for perinatal depression and anxiety but emphasizes that these conditions contribute to significant perinatal morbidity and poor psychosocial functioning.,2,2,100.0
adults_school,", Triggers, or Risk Factors:**",1,3,33.33333333333333
adults_school,"/Triggers/Risk Factors**: Quarantine policies increase vulnerability to psychological problems such as anxiety, depression, and insomnia, particularly among college students.",1,3,33.33333333333333
adults_school,", Triggers, or Risk Factors**:",1,3,33.33333333333333
older_adults_male,", Triggers, or Risk Factors**: The study focuses on the psychological aftermath of trauma and chronic stress in breast cancer (BC) survivors, which may include anxiety, depression, distress, and struggles with coping strategies and body image.",3,4,75.0
older_adults_male,"/Risk Factors**: Chronic restraint stress (CRS) is identified as the trigger for depression-like behaviors in rats. Microglial activation, mitochondrial dysfunction, and epigenetic repression of genes (SOCS3 and NRF2) mediated by GAS5 and EZH2 are implicated as underlying mechanisms.",1,4,25.0
older_adults_male,", triggers, or risk factors:**",1,4,25.0
older_adults_male,/Triggers/Risk Factors:**,1,4,25.0
children_female,"/Triggers/Risk Factors**: Perceived economic hardship is associated with clinical levels of depression and anxiety in low-income families, affecting both mothers and children. Family hardiness moderates the relationship over time.",2,3,66.66666666666666
children_female,", triggers, or risk factors:** Maternal anxiety (but not maternal depression) and the use of expressive suppression (an emotion regulation strategy) are identified as risk factors for caregiving helplessness during toddlerhood. Cognitive reappraisal was not found to predict caregiving helplessness. Socio-economic status (SES) indirectly affects caregiving helplessness via expressive suppression.",1,3,33.33333333333333
children_female,/Triggers/Risk Factors:**,1,3,33.33333333333333
male_cardiovascular,", Triggers, or Risk Factors:**",1,4,25.0
male_cardiovascular,", Triggers, or Risk Factors**: Depression was prevalent among African American women aged 40–75 years with uncontrolled hypertension and low socioeconomic status.",1,4,25.0
male_cardiovascular,"/Risk Factors**: Poststroke depression (PSD) is described as the most common mental health complication after stroke, significantly impacting functional outcomes and quality of life. While not elaborated in detail, the risk factor highlighted is the occurrence of stroke itself.",1,4,25.0
male_cardiovascular,"/Triggers/Risk Factors**: The study does not explicitly discuss causes, triggers, or risk factors for post-stroke depression (PSD). However, PSD is noted to be strongly correlated with poor stroke prognosis.",1,4,25.0
male_primary_care,"/Triggers/Risk Factors for Anxiety**: Anxiety during pregnancy was explored in relation to the threat of Covid-19, but no significantly high Covid-19-specific anxiety was found for either group (ART and spontaneous conception). Women who conceived via ART were not more emotionally vulnerable.",1,3,33.33333333333333
male_primary_care,", Triggers, or Risk Factors:** The abstract mentions depression and anxiety as prevalent and often comorbid emotional disorders in primary care, suggesting their prevalence is a key trigger for public health burden.",1,3,33.33333333333333
male_primary_care,", Triggers, or Risk Factors**:",1,3,33.33333333333333
adolescents_female,"/Triggers/Risk Factors:** Behavioral inhibition (BI), an infant temperament linked to heightened reactivity and negative emotion in new situations and around unfamiliar people, is identified as an early predictor of future anxiety problems. However, not all children with BI develop anxiety",2,2,100.0
adolescents_female,proactive control skills in adolescence may act as a protective factor.,2,2,100.0
adolescents_female,", Triggers, or Risk Factors**:",1,2,50.0
